Claim,Updated,org,location,service,gogetta_link (service),gogetta_link,website,category,Age min,Age max (inclusive),All ages,Population served,phones,address,city,zipcode,visible_on_gogetta,Notes,extracted service id,From DB: Age min,From DB: Age max,From DB: Population served
,FALSE,NYC Communities for Health,The SAFER Haven Project,Parenting Workshops,https://www.gogetta.nyc/team/location/bcbd95ed-c46d-467e-a861-b38fc96b70e7/services/5358e43a-6d79-4e0a-a51d-047ca9f6b84f,https://www.gogetta.nyc/find/location/bcbd95ed-c46d-467e-a861-b38fc96b70e7,nycc4h.org,Other service,,,,,347.467.0505,15 Washington Pl,New York,10003,V,,5358e43a-6d79-4e0a-a51d-047ca9f6b84f,,,
,FALSE,NYC Communities for Health,The SAFER Haven Project,Internships (Bronx),https://www.gogetta.nyc/team/location/bcbd95ed-c46d-467e-a861-b38fc96b70e7/services/ae948c7c-499c-4569-9590-443115e8c69b,https://www.gogetta.nyc/find/location/bcbd95ed-c46d-467e-a861-b38fc96b70e7,nycc4h.org,Other service,,,,,347.467.0505,15 Washington Pl,New York,10003,V,,ae948c7c-499c-4569-9590-443115e8c69b,,,
,FALSE,NYC Communities for Health,The SAFER Haven Project,Sexual Health,https://www.gogetta.nyc/team/location/bcbd95ed-c46d-467e-a861-b38fc96b70e7/services/cd419991-091a-4a27-997d-def7a704e086,https://www.gogetta.nyc/find/location/bcbd95ed-c46d-467e-a861-b38fc96b70e7,nycc4h.org,Health,,,,,347.467.0505,15 Washington Pl,New York,10003,V,,cd419991-091a-4a27-997d-def7a704e086,,,
,FALSE,NYC Communities for Health,The SAFER Haven Project,Health and Wellness (Bronx),https://www.gogetta.nyc/team/location/bcbd95ed-c46d-467e-a861-b38fc96b70e7/services/dd326901-524d-4234-8d38-00d9abedf17e,https://www.gogetta.nyc/find/location/bcbd95ed-c46d-467e-a861-b38fc96b70e7,nycc4h.org,Health,,,,,347.467.0505,15 Washington Pl,New York,10003,V,,dd326901-524d-4234-8d38-00d9abedf17e,,,
,FALSE,NYC Communities for Health,The SAFER Haven Project,Harm Reduction,https://www.gogetta.nyc/team/location/bcbd95ed-c46d-467e-a861-b38fc96b70e7/services/fb47d125-ba65-4594-bdf3-e69bb4bd3667,https://www.gogetta.nyc/find/location/bcbd95ed-c46d-467e-a861-b38fc96b70e7,nycc4h.org,Health,,,,,347.467.0505,15 Washington Pl,New York,10003,V,,fb47d125-ba65-4594-bdf3-e69bb4bd3667,,,
,FALSE,NYC Communities For Health (NYCC4H),St Mary's Playground,Community Health Fair,https://www.gogetta.nyc/team/location/8ad6dd3a-9ec6-4ee5-bbf6-4d98ad8dde0f/services/6f07250b-ff31-40d3-8348-72adf2e2fb38,https://www.gogetta.nyc/find/location/8ad6dd3a-9ec6-4ee5-bbf6-4d98ad8dde0f,linktr.ee/nycc4h,Health,,,,,347.467.0505,519 St Ann's Ave,Bronx,10455,V,,6f07250b-ff31-40d3-8348-72adf2e2fb38,,,
,FALSE,NYC Communities For Health (NYCC4H),"New Settlement Community Center, REACH swim academy",Online and In-Person Outreach Appointments,https://www.gogetta.nyc/team/location/a17c3801-9a22-45eb-98ea-81b93c948599/services/6b036eb0-fe1c-4abb-9241-a3fa2eb3b2e9,https://www.gogetta.nyc/find/location/a17c3801-9a22-45eb-98ea-81b93c948599,nycc4h.org/aboutus,Health,,,,,347.467.0505,1501 Jerome Ave,Bronx,10452,V,,6b036eb0-fe1c-4abb-9241-a3fa2eb3b2e9,,,
,FALSE,NYC Communities For Health (NYCC4H),"New Settlement Community Center, REACH swim academy",Health Fair (Callen Lorde HOTT Van and other Organizations),https://www.gogetta.nyc/team/location/a17c3801-9a22-45eb-98ea-81b93c948599/services/a4cee640-73a0-4478-bbbc-2db028b0a59a,https://www.gogetta.nyc/find/location/a17c3801-9a22-45eb-98ea-81b93c948599,nycc4h.org/aboutus,Health,,,,,347.467.0505,1501 Jerome Ave,Bronx,10452,V,,a4cee640-73a0-4478-bbbc-2db028b0a59a,,,
,FALSE,NYC Health + Hospitals,Jacobi Medical Center,Patient Services,https://www.gogetta.nyc/team/location/2e020085-505d-495b-be7f-75aa797bfc9b/services/63a3e853-04d2-410b-9e24-52bb141d1c6d,https://www.gogetta.nyc/find/location/2e020085-505d-495b-be7f-75aa797bfc9b,www.nychealthandhospitals.org/locations/jacobi/,Health,,,,,718.519.5000,1400 Pelham Pkwy S,Bronx,10461,V,,63a3e853-04d2-410b-9e24-52bb141d1c6d,,,
,FALSE,NYC Health + Hospitals,SHOW (Street Health Outreach + Wellness) - Bronx,Free First Aid,https://www.gogetta.nyc/team/location/968cfda2-b508-44dd-9305-2573e4370ae6/services/ee2a2604-c0b3-4683-8865-395ef36130fd,https://www.gogetta.nyc/find/location/968cfda2-b508-44dd-9305-2573e4370ae6,www.nychealthandhospitals.org/street-health-outreach-wellness-mobile-units/,Health,,,,,,147th St & Willis Ave,Bronx,10455,V,,ee2a2604-c0b3-4683-8865-395ef36130fd,,,
,FALSE,NYC Health + Hospitals,Bushwick Communicare,Primary Care,https://www.gogetta.nyc/team/location/831ec192-b5aa-4ca4-b42e-63dca3ef4268/services/772b8c59-1cd2-40dd-ae7f-ad3ef173d0f1,https://www.gogetta.nyc/find/location/831ec192-b5aa-4ca4-b42e-63dca3ef4268,www.nychealthandhospitals.org,Health,,,,,844.692.4692,335 Central Ave,Brooklyn,11221,V,,772b8c59-1cd2-40dd-ae7f-ad3ef173d0f1,,,
,FALSE,NYC Health + Hospitals,Bushwick Communicare,Dentistry,https://www.gogetta.nyc/team/location/831ec192-b5aa-4ca4-b42e-63dca3ef4268/services/89dc4354-4472-4ac0-9c97-360c33ebbbca,https://www.gogetta.nyc/find/location/831ec192-b5aa-4ca4-b42e-63dca3ef4268,www.nychealthandhospitals.org,Health,,,,,844.692.4692,335 Central Ave,Brooklyn,11221,V,,89dc4354-4472-4ac0-9c97-360c33ebbbca,,,
,FALSE,NYC Health + Hospitals,Kings County Hospital Wellness and Recovery Center,Opioid Treatment Program,https://www.gogetta.nyc/team/location/661c5f5d-adbe-4c26-95f0-e7f6595d1439/services/66ee840b-9b3d-4c6a-8e90-52dce8e9bcb3,https://www.gogetta.nyc/find/location/661c5f5d-adbe-4c26-95f0-e7f6595d1439,www.nychealthandhospitals.org/kings-county/services/behavioral-health/,Health,,,,,718.245.2621,591 Kingston Ave,Brooklyn,11203,V,,66ee840b-9b3d-4c6a-8e90-52dce8e9bcb3,,,
,FALSE,NYC Health + Hospitals,Coney Island,Patient Services,https://www.gogetta.nyc/team/location/da7db63c-11c4-4a06-a259-a2ed2c394ca2/services/79e59477-e84b-4925-9166-bd9105e8ab13,https://www.gogetta.nyc/find/location/da7db63c-11c4-4a06-a259-a2ed2c394ca2,www.nychealthandhospitals.org/locations/coney-island,Health,,,,,"718.616.3000, 844.692.4692",2601 Ocean Pkwy,Brooklyn,11235,V,,79e59477-e84b-4925-9166-bd9105e8ab13,,,
,FALSE,NYC Health + Hospitals,Coney Island,Health Insurance and Fee Scale,https://www.gogetta.nyc/team/location/da7db63c-11c4-4a06-a259-a2ed2c394ca2/services/afcd6416-6337-49db-8a9a-852f24dc397a,https://www.gogetta.nyc/find/location/da7db63c-11c4-4a06-a259-a2ed2c394ca2,www.nychealthandhospitals.org/locations/coney-island,Health,,,,,"718.616.3000, 844.692.4692",2601 Ocean Pkwy,Brooklyn,11235,V,,afcd6416-6337-49db-8a9a-852f24dc397a,,,
,FALSE,NYC Health + Hospitals,Coney Island,WIC Program,https://www.gogetta.nyc/team/location/da7db63c-11c4-4a06-a259-a2ed2c394ca2/services/c99ae105-a0c6-4f42-95e3-7f16b98af440,https://www.gogetta.nyc/find/location/da7db63c-11c4-4a06-a259-a2ed2c394ca2,www.nychealthandhospitals.org/locations/coney-island,Food,,,,,"718.616.3000, 844.692.4692",2601 Ocean Pkwy,Brooklyn,11235,V,,c99ae105-a0c6-4f42-95e3-7f16b98af440,,,
,FALSE,NYC Health + Hospitals,Woodhull,"Pride Health, Paroski Family Center Appointments",https://www.gogetta.nyc/team/location/19aadb92-49f5-4195-b1ac-c600f7f1920d/services/411de29c-7ec8-447a-b625-f48234238a33,https://www.gogetta.nyc/find/location/19aadb92-49f5-4195-b1ac-c600f7f1920d,www.nychealthandhospitals.org/locations/woodhull/,Other service,,,,,"718.963.8000, 844.692.4692",760 Broadway,Brooklyn,11206,V,,411de29c-7ec8-447a-b625-f48234238a33,,,
,FALSE,NYC Health + Hospitals,Woodhull,Dental Emergency Care,https://www.gogetta.nyc/team/location/19aadb92-49f5-4195-b1ac-c600f7f1920d/services/d933e5b5-2aff-4925-bc2b-1353982f5560,https://www.gogetta.nyc/find/location/19aadb92-49f5-4195-b1ac-c600f7f1920d,www.nychealthandhospitals.org/locations/woodhull/,Health,,,,,"718.963.8000, 844.692.4692",760 Broadway,Brooklyn,11206,V,,d933e5b5-2aff-4925-bc2b-1353982f5560,,,
,FALSE,NYC Health + Hospitals,Woodhull,Financial Assistance,https://www.gogetta.nyc/team/location/19aadb92-49f5-4195-b1ac-c600f7f1920d/services/fb23910b-472a-4a3d-87f5-a057ce1400a1,https://www.gogetta.nyc/find/location/19aadb92-49f5-4195-b1ac-c600f7f1920d,www.nychealthandhospitals.org/locations/woodhull/,Other service,,,,,"718.963.8000, 844.692.4692",760 Broadway,Brooklyn,11206,V,,fb23910b-472a-4a3d-87f5-a057ce1400a1,,,
,FALSE,NYC Health + Hospitals,SHOW (Street Health Outreach + Wellness) - East New York,Patient Services,https://www.gogetta.nyc/team/location/19abc98f-1864-47b8-8e18-cc345426f6bd/services/5448a1a0-0a97-4be5-90f3-39c7f8b47743,https://www.gogetta.nyc/find/location/19abc98f-1864-47b8-8e18-cc345426f6bd,www.nychealthandhospitals.org/street-health-outreach-wellness-mobile-units/,Health,,,,,,483 Euclid Ave,Brooklyn,11208,V,,5448a1a0-0a97-4be5-90f3-39c7f8b47743,,,
,FALSE,NYC Health + Hospitals,SHOW (Street Health Outreach + Wellness) - Bedstuy,Free First Aid,https://www.gogetta.nyc/team/location/f741568d-d118-4870-a18c-277cb8dd16b4/services/736217d0-3525-492f-bec8-18abe77e0120,https://www.gogetta.nyc/find/location/f741568d-d118-4870-a18c-277cb8dd16b4,www.nychealthandhospitals.org/street-health-outreach-wellness-mobile-units/,Health,,,,,,430 1/2 Hart St,Brooklyn,11221,V,,736217d0-3525-492f-bec8-18abe77e0120,,,
,FALSE,NYC Health + Hospitals,SHOW (Street Health Outreach + Wellness) - Coney Island,Free First Aid,https://www.gogetta.nyc/team/location/fd675373-ab33-4375-aa91-c2958980e7a4/services/0eea685d-a0c3-49d9-8895-c1ba8b3e51e6,https://www.gogetta.nyc/find/location/fd675373-ab33-4375-aa91-c2958980e7a4,www.nychealthandhospitals.org/street-health-outreach-wellness-mobile-units/,Health,,,,,,Stillwell Ave & Mermaid Ave,Brooklyn,11224,V,,0eea685d-a0c3-49d9-8895-c1ba8b3e51e6,,,
,FALSE,NYC Health + Hospitals,Elmhurst,Patient Services,https://www.gogetta.nyc/team/location/b8daa8cd-d6cf-40b3-b162-07aceb9a304b/services/ded99257-e46c-4d50-8126-629c6aedf9e3,https://www.gogetta.nyc/find/location/b8daa8cd-d6cf-40b3-b162-07aceb9a304b,nychealthandhospitals.org/locations/elmhurst,Health,,,,,"718.334.4000, 844.692.4692",79-01 Broadway,Elmhurst,11373,V,,ded99257-e46c-4d50-8126-629c6aedf9e3,,,
,FALSE,NYC Health + Hospitals,Bellevue Hospital Center,WIC Program,https://www.gogetta.nyc/team/location/2e4952df-aaca-4a4b-b472-905f84f9fa0e/services/03d36f39-8142-40ed-98ae-fc218da91679,https://www.gogetta.nyc/find/location/2e4952df-aaca-4a4b-b472-905f84f9fa0e,www.nychealthandhospitals.org/locations/bellevue,Food,,,,,212.562.4141,462 First Ave,New York,10016,V,,03d36f39-8142-40ed-98ae-fc218da91679,,,
doobneek,TRUE,NYC Health + Hospitals,Bellevue Hospital Center,Pediatric Care,https://www.gogetta.nyc/team/location/2e4952df-aaca-4a4b-b472-905f84f9fa0e/services/2befd9a6-1af2-4bbb-891a-d0ef26859b38,https://www.gogetta.nyc/find/location/2e4952df-aaca-4a4b-b472-905f84f9fa0e,www.nychealthandhospitals.org/locations/bellevue,Health,,25,,,212.562.4141,462 First Ave,New York,10016,V,,2befd9a6-1af2-4bbb-891a-d0ef26859b38,,17,
,FALSE,NYC Health + Hospitals,Bellevue Hospital Center,Opiate Treatment Program (OTP),https://www.gogetta.nyc/team/location/2e4952df-aaca-4a4b-b472-905f84f9fa0e/services/512e16fd-90e3-4f81-ba67-3a241bd0b1e3,https://www.gogetta.nyc/find/location/2e4952df-aaca-4a4b-b472-905f84f9fa0e,www.nychealthandhospitals.org/locations/bellevue,Health,,,,,212.562.4141,462 First Ave,New York,10016,V,,512e16fd-90e3-4f81-ba67-3a241bd0b1e3,,,
doobneek,TRUE,NYC Health + Hospitals,Bellevue Hospital Center,Adult Primary Care,https://www.gogetta.nyc/team/location/2e4952df-aaca-4a4b-b472-905f84f9fa0e/services/760caec4-18ba-4857-9cc3-a9f6f8b7a37a,https://www.gogetta.nyc/find/location/2e4952df-aaca-4a4b-b472-905f84f9fa0e,www.nychealthandhospitals.org/locations/bellevue,Health,18,,,,212.562.4141,462 First Ave,New York,10016,V,,760caec4-18ba-4857-9cc3-a9f6f8b7a37a,,,
,FALSE,NYC Health + Hospitals,Bellevue Hospital Center,Chemical Dependency Outpatient Program,https://www.gogetta.nyc/team/location/2e4952df-aaca-4a4b-b472-905f84f9fa0e/services/9f82886e-19da-4271-9c92-57e60e6d68c3,https://www.gogetta.nyc/find/location/2e4952df-aaca-4a4b-b472-905f84f9fa0e,www.nychealthandhospitals.org/locations/bellevue,Health,,,,,212.562.4141,462 First Ave,New York,10016,V,,9f82886e-19da-4271-9c92-57e60e6d68c3,,,
,FALSE,NYC Health + Hospitals,Bellevue Hospital Center,Outside Referrals,https://www.gogetta.nyc/team/location/2e4952df-aaca-4a4b-b472-905f84f9fa0e/services/baeac2dd-42c9-4474-bb1e-db085013e7b3,https://www.gogetta.nyc/find/location/2e4952df-aaca-4a4b-b472-905f84f9fa0e,www.nychealthandhospitals.org/locations/bellevue,Health,,,,,212.562.4141,462 First Ave,New York,10016,V,,baeac2dd-42c9-4474-bb1e-db085013e7b3,,,
,FALSE,NYC Health + Hospitals,Gouverneur Clinic MMTP,Methadone Maintenance Treatment Program,https://www.gogetta.nyc/team/location/617a91d3-d06e-4f1a-99f3-fab19003de36/services/1c3d9d2c-939f-4bd6-9066-679dff2c15d7,https://www.gogetta.nyc/find/location/617a91d3-d06e-4f1a-99f3-fab19003de36,www.nychealthandhospitals.org/locations/gouverneur/,Health,,,,,212.614.2840,109 Delancey St,New York,10002,V,,1c3d9d2c-939f-4bd6-9066-679dff2c15d7,,,
,FALSE,NYC Health + Hospitals,Harlem Hospital,Hospital and Emergency Room,https://www.gogetta.nyc/team/location/0589a5d4-0828-4778-ace9-4ad450599a33/services/3c6e6d70-ef02-40f4-811b-90772b6e54aa,https://www.gogetta.nyc/find/location/0589a5d4-0828-4778-ace9-4ad450599a33,www.nychealthandhospitals.org/locations/harlem/,Health,,,,,"212.939.1000, 844.692.4692",506 Lenox Ave,New York,10037,V,,3c6e6d70-ef02-40f4-811b-90772b6e54aa,,,
,FALSE,NYC Health + Hospitals,Harlem Hospital,Patient Services,https://www.gogetta.nyc/team/location/0589a5d4-0828-4778-ace9-4ad450599a33/services/4f8b60ba-8053-44ee-8558-a2cf7f34826f,https://www.gogetta.nyc/find/location/0589a5d4-0828-4778-ace9-4ad450599a33,www.nychealthandhospitals.org/locations/harlem/,Health,,,,,"212.939.1000, 844.692.4692",506 Lenox Ave,New York,10037,V,,4f8b60ba-8053-44ee-8558-a2cf7f34826f,,,
,FALSE,NYC Health + Hospitals,Harlem Hospital,WIC Program,https://www.gogetta.nyc/team/location/0589a5d4-0828-4778-ace9-4ad450599a33/services/53508374-91d4-47dc-9baf-772af2c2688b,https://www.gogetta.nyc/find/location/0589a5d4-0828-4778-ace9-4ad450599a33,www.nychealthandhospitals.org/locations/harlem/,Food,,,,,"212.939.1000, 844.692.4692",506 Lenox Ave,New York,10037,V,,53508374-91d4-47dc-9baf-772af2c2688b,,,
,FALSE,NYC Health + Hospitals,Metropolitan Hospital Center,Patient Services,https://www.gogetta.nyc/team/location/709cd6dc-6922-4f38-87e0-b81be4799a5c/services/3fffc281-d740-4bef-86d9-c76b23b76635,https://www.gogetta.nyc/find/location/709cd6dc-6922-4f38-87e0-b81be4799a5c,www.nychealthandhospitals.org/locations/metropolitan/,Health,,,,,"212.423.6262, 844.692.4692",1901 1st Ave,New York,10029,V,,3fffc281-d740-4bef-86d9-c76b23b76635,,,
,FALSE,NYC Health + Hospitals,SHOW (Street Health Outreach + Wellness) - East Harlem,Free First Aid,https://www.gogetta.nyc/team/location/5fb1ae32-5d79-491d-aa5f-49905b24e52f/services/4c310a77-60f1-4d08-9d1d-b644e5fc24dc,https://www.gogetta.nyc/find/location/5fb1ae32-5d79-491d-aa5f-49905b24e52f,www.nychealthandhospitals.org/street-health-outreach-wellness-mobile-units/,Health,,,,,,37 Mt Morris Park W,New York,10027,V,,4c310a77-60f1-4d08-9d1d-b644e5fc24dc,,,
,FALSE,NYC Health + Hospitals,SHOW (Street Health Outreach + Wellness) - Lower East Side,Free First Aid,https://www.gogetta.nyc/team/location/d176843f-7ad1-4e64-8199-bbd19d58b02d/services/162044ea-0c9a-4150-ba05-5af2e1fd3c4c,https://www.gogetta.nyc/find/location/d176843f-7ad1-4e64-8199-bbd19d58b02d,www.nychealthandhospitals.org/street-health-outreach-wellness-mobile-units/,Health,,,,,,258 Grand St,New York,10002,V,,162044ea-0c9a-4150-ba05-5af2e1fd3c4c,,,
,FALSE,NYC Health + Hospitals,SHOW (Street Health Outreach + Wellness) - Washington Heights,Free First Aid,https://www.gogetta.nyc/team/location/ed039e04-40ed-4b84-902a-9f37c6ebe109/services/feb58436-f09e-4c84-ba1f-b403ab53c0dd,https://www.gogetta.nyc/find/location/ed039e04-40ed-4b84-902a-9f37c6ebe109,www.nychealthandhospitals.org/street-health-outreach-wellness-mobile-units/,Health,,,,,,W 180th & Amsterdam Ave,New York,10033,V,,feb58436-f09e-4c84-ba1f-b403ab53c0dd,,,
,FALSE,NYC Health + Hospitals,Lefrak,Primary Care,https://www.gogetta.nyc/team/location/921708e1-330e-4423-9b7c-301b5003910f/services/6a9098c7-f01a-4b67-87bc-9ef9a852ae60,https://www.gogetta.nyc/find/location/921708e1-330e-4423-9b7c-301b5003910f,www.nychealthandhospitals.org,Health,,,,,718.334.6300,59-17 Junction Blvd,Queens,11373,V,,6a9098c7-f01a-4b67-87bc-9ef9a852ae60,,,
,FALSE,NYC Health + Hospitals,Lefrak,Health Insurance and Fee Scale,https://www.gogetta.nyc/team/location/921708e1-330e-4423-9b7c-301b5003910f/services/8f98b296-042a-4a29-9076-d73e16fb483a,https://www.gogetta.nyc/find/location/921708e1-330e-4423-9b7c-301b5003910f,www.nychealthandhospitals.org,Health,,,,,718.334.6300,59-17 Junction Blvd,Queens,11373,V,,8f98b296-042a-4a29-9076-d73e16fb483a,,,
,FALSE,NYC Health + Hospitals,Lefrak,OBGYN,https://www.gogetta.nyc/team/location/921708e1-330e-4423-9b7c-301b5003910f/services/cc245f82-fd28-42bb-8b18-a86685a59cc9,https://www.gogetta.nyc/find/location/921708e1-330e-4423-9b7c-301b5003910f,www.nychealthandhospitals.org,Health,,,,,718.334.6300,59-17 Junction Blvd,Queens,11373,V,,cc245f82-fd28-42bb-8b18-a86685a59cc9,,,
,FALSE,NYC Health + Hospitals,Lefrak,Mychart Application,https://www.gogetta.nyc/team/location/921708e1-330e-4423-9b7c-301b5003910f/services/dbb58188-cc67-431b-8ef2-301e756a1fb7,https://www.gogetta.nyc/find/location/921708e1-330e-4423-9b7c-301b5003910f,www.nychealthandhospitals.org,Health,,,,,718.334.6300,59-17 Junction Blvd,Queens,11373,V,,dbb58188-cc67-431b-8ef2-301e756a1fb7,,,
,FALSE,NYC Health + Hospitals,Queens,Patient Services,https://www.gogetta.nyc/team/location/87edbfe0-06dc-4dfc-8eba-b4f3c7fd30ca/services/e9455de4-5ecf-40d7-94a5-93750d1f8520,https://www.gogetta.nyc/find/location/87edbfe0-06dc-4dfc-8eba-b4f3c7fd30ca,www.nychealthandhospitals.org/locations/queens/,Health,,,,,"718.883.3000, 844.692.4692",82-68 164th St,Queens,11432,V,,e9455de4-5ecf-40d7-94a5-93750d1f8520,,,
,FALSE,NYC Health + Hospitals,SHOW (Street Health Outreach + Wellness) - Elmhurst/Corona,Free First Aid,https://www.gogetta.nyc/team/location/0db74a16-98f8-4074-8b36-c76d7e30a3b6/services/634ee954-3966-41a5-9ce9-1c5f16595fa2,https://www.gogetta.nyc/find/location/0db74a16-98f8-4074-8b36-c76d7e30a3b6,www.nychealthandhospitals.org/street-health-outreach-wellness-mobile-units/,Health,,,,,,Park of the Americas (41st Ave and 103rd Street),Queens,11368,V,,634ee954-3966-41a5-9ce9-1c5f16595fa2,,,
,FALSE,NYC Health + Hospitals,SHOW (Street Health Outreach + Wellness) - Elmhurst,Patient Care,https://www.gogetta.nyc/team/location/6f849403-476d-43ee-9b5c-2138903dee4f/services/f5556e79-483f-4ec4-9d51-8d5fe2b1d990,https://www.gogetta.nyc/find/location/6f849403-476d-43ee-9b5c-2138903dee4f,www.nychealthandhospitals.org/street-health-outreach-wellness-mobile-units/,Health,,,,,,Moore Hempstead Playground (Broadway and 45th Ave),Queens,11373,V,,f5556e79-483f-4ec4-9d51-8d5fe2b1d990,,,
,FALSE,NYC Health + Hospitals,SHOW (Street Health Outreach + Wellness) - Jamaica Ave between Sutphin Blvd and 146th St,Free First Aid,https://www.gogetta.nyc/team/location/e401ffbd-c522-4e8e-9e27-8b28e79f0730/services/225e8b65-1ec2-4ae2-954d-eeb7031bb63e,https://www.gogetta.nyc/find/location/e401ffbd-c522-4e8e-9e27-8b28e79f0730,www.nychealthandhospitals.org/street-health-outreach-wellness-mobile-units/,Health,,,,,,Sutphin Blvd & Archer Ave,Queens,11435,V,,225e8b65-1ec2-4ae2-954d-eeb7031bb63e,,,
,FALSE,NYC Health + Hospitals,SHOW (Street Health Outreach + Wellness) - Wholly Fellowship Ministry Outreach Positive,Free First Aid,https://www.gogetta.nyc/team/location/aecef17a-4b58-4792-bc23-a85b372e696e/services/3d8dacac-10d6-47cc-8208-430b2a8bbc52,https://www.gogetta.nyc/find/location/aecef17a-4b58-4792-bc23-a85b372e696e,www.nychealthandhospitals.org/street-health-outreach-wellness-mobile-units/,Health,,,,,,346 Broadway,Staten Island,10310,V,,3d8dacac-10d6-47cc-8208-430b2a8bbc52,,,
,FALSE,NYC Health + Hospitals,"SHOW (Street Health Outreach + Wellness) - Project Hospitality, O'Callaghan House",Free First Aid,https://www.gogetta.nyc/team/location/b44932c9-3455-4823-9a26-79ea27e63121/services/eb37fbe1-a022-4027-924a-208a995c1b71,https://www.gogetta.nyc/find/location/b44932c9-3455-4823-9a26-79ea27e63121,www.nychealthandhospitals.org/street-health-outreach-wellness-mobile-units/,Health,,,,,718.720.7885,103 Targee St,Staten Island,10304,V,,eb37fbe1-a022-4027-924a-208a995c1b71,,,
,FALSE,NYC Health + Hospitals,SHOW (Street Health Outreach + Wellness) - Project Hospitality,Free First Aid,https://www.gogetta.nyc/team/location/f20fe57b-9292-4be3-8e2e-298ace928bb2/services/56fed0bb-2e36-4ba6-81c2-e95a733d06f7,https://www.gogetta.nyc/find/location/f20fe57b-9292-4be3-8e2e-298ace928bb2,www.nychealthandhospitals.org/street-health-outreach-wellness-mobile-units/,Health,,,,,,100 Central Ave,Staten Island,10301,V,,56fed0bb-2e36-4ba6-81c2-e95a733d06f7,,,
,FALSE,NYC Health + Hospitals,North Central Bronx,Patient Services,https://www.gogetta.nyc/team/location/1560c8ed-546e-45a1-8b1f-bbe977ee58c8/services/9f2dd779-d384-4fbf-8579-b2a65b34fab2,https://www.gogetta.nyc/find/location/1560c8ed-546e-45a1-8b1f-bbe977ee58c8,nychealthandhospitals.org/locations/north-central-bronx,Health,,,,,"718.519.5000, 844.692.4692",3424 Kossuth Ave,The Bronx,10467,V,,9f2dd779-d384-4fbf-8579-b2a65b34fab2,,,
,FALSE,NYC Health + Hospitals,Lincoln,The Pride Health Center,https://www.gogetta.nyc/team/location/84f13826-8ccd-4afe-ba55-2a927262421c/services/79552555-3d4f-4b5c-b4e5-d7d973d4e2f0,https://www.gogetta.nyc/find/location/84f13826-8ccd-4afe-ba55-2a927262421c,www.nychealthandhospitals.org/locations/lincoln/,Health,,,,,"718.579.5000, 844.692.4692",234 E 149th St,The Bronx,10451,V,,79552555-3d4f-4b5c-b4e5-d7d973d4e2f0,,,
,FALSE,NYC Health + Hospitals,Lincoln,Medical Services,https://www.gogetta.nyc/team/location/84f13826-8ccd-4afe-ba55-2a927262421c/services/ce967005-5225-4846-92b4-07fa8b6101aa,https://www.gogetta.nyc/find/location/84f13826-8ccd-4afe-ba55-2a927262421c,www.nychealthandhospitals.org/locations/lincoln/,Health,,,,,"718.579.5000, 844.692.4692",234 E 149th St,The Bronx,10451,V,,ce967005-5225-4846-92b4-07fa8b6101aa,,,
,FALSE,NYC Health + Hospitals/ Gotham Health,Greenpoint,Patient Services,https://www.gogetta.nyc/team/location/10bb3e81-b889-4935-a355-7b30f0873886/services/547f11a9-8a1e-42a0-a17d-6e0d119680ef,https://www.gogetta.nyc/find/location/10bb3e81-b889-4935-a355-7b30f0873886,www.nychealthandhospitals.org/gotham-health/,Health,,,,,718.630.3220,"875 Manhattan Ave, 3rd Floor",Brooklyn,11222,V,,547f11a9-8a1e-42a0-a17d-6e0d119680ef,,,
,FALSE,NYC Health + Hospitals/ Gotham Health,Sydenham,Patient Services,https://www.gogetta.nyc/team/location/9c17cd86-63e0-42bc-93f5-fd1157b250f4/services/d5ba04c9-a302-4f32-b478-308d8202f27b,https://www.gogetta.nyc/find/location/9c17cd86-63e0-42bc-93f5-fd1157b250f4,www.nychealthandhospitals.org,Health,,,,,844.692.4692,264 W 118th St,New York,10026,V,,d5ba04c9-a302-4f32-b478-308d8202f27b,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Broadway Community Health Center of Excellence,Patient Services,https://www.gogetta.nyc/team/location/11af51c1-7489-4b22-858f-75db42510842/services/949cd36d-c515-4cdb-a998-df1e3219c247,https://www.gogetta.nyc/find/location/11af51c1-7489-4b22-858f-75db42510842,nychealthandhospitals.org/covid-19-center-of-excellence,Health,,,,,844.692.4692,815 Broadway,Brooklyn,11206,V,,949cd36d-c515-4cdb-a998-df1e3219c247,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Broadway Community Health Center of Excellence,Long COVID Treatment and Prevention,https://www.gogetta.nyc/team/location/11af51c1-7489-4b22-858f-75db42510842/services/fb8dff7d-ec4a-42ed-8e7c-d7c8fdac0047,https://www.gogetta.nyc/find/location/11af51c1-7489-4b22-858f-75db42510842,nychealthandhospitals.org/covid-19-center-of-excellence,Health,,,,,844.692.4692,815 Broadway,Brooklyn,11206,V,,fb8dff7d-ec4a-42ed-8e7c-d7c8fdac0047,,,
,FALSE,NYC Health + Hospitals/Gotham Health,Ida G. Israel Community Health Center,Chemical Dependency Program,https://www.gogetta.nyc/team/location/4003b5d7-9775-43a2-8298-70224e0a4244/services/6f69148e-55e6-4401-bc6b-59149778fa65,https://www.gogetta.nyc/find/location/4003b5d7-9775-43a2-8298-70224e0a4244,www.nychealthandhospitals.org,Health,,,,,"718.616.6020, 718.616.6030",2925 W 19th St,Brooklyn,11224,V,,6f69148e-55e6-4401-bc6b-59149778fa65,,,
